image_path,labels
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0166.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0167.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0168.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0169.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0170.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0171.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0172.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0173.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0174.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0175.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0176.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0177.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0178.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0179.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0180.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0181.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0182.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0183.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0184.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0185.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0186.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0187.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0188.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0189.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0190.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0191.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0192.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0193.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0194.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0195.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0196.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0197.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0198.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0199.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0200.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0201.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0202.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0203.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0204.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0205.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0206.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0207.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0208.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0209.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0210.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0211.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0212.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0213.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0214.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0215.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0216.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0217.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0218.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0219.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0220.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0221.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0222.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0223.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0224.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0225.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0226.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0227.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0228.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0229.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0230.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0231.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0232.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0233.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0234.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0235.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0236.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0237.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0238.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0239.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0240.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0241.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0242.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0243.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0244.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0245.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0246.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0247.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0248.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0249.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0250.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0251.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0252.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0253.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0254.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0255.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0256.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0257.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0258.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0259.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0260.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0261.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0262.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0263.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0264.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0265.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0266.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0267.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0268.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0269.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0270.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0271.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0272.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0273.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0274.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0275.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0276.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0277.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0278.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0279.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0280.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0281.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0282.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0283.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0284.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0285.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0286.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0287.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0288.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0289.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0290.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0291.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0292.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0293.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0294.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0295.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0296.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0297.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0298.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0299.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0300.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0301.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0302.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0303.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0304.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0305.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0306.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0307.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0308.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0309.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0310.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0311.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0312.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0313.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0314.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0315.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0316.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0317.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0318.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0319.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0320.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0321.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0322.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0323.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0324.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0325.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0326.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0327.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0328.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0329.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0330.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0331.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0332.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0333.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0334.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0335.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0336.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0337.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0338.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0339.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0340.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0341.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0342.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0343.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0344.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0345.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0346.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0347.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0348.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0349.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0350.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0351.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0352.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0353.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0354.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0355.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0356.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0357.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0358.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0359.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0360.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0361.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0362.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0363.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0364.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0365.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0366.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0367.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0368.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0369.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0370.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0371.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0372.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0373.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0374.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0375.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0376.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0377.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0378.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0379.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0380.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0381.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0382.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0383.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0384.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0385.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0386.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0387.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0388.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0389.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0390.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0391.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0392.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0393.jpg,Faces_easy
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Faces_easy\image_0394.jpg,Faces_easy
